Kpmag,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase
12.92,25.98,0.49,3.111,0.014,136.8,  7.1,  9.7, 2.0,4568,80,2.312,0.01,-0.34,0.15,1.49,0.11,14.1,0.38,1.31,0.1,13.21,0.35,1.45,0.11,13.92,0.37,1
13.23,84.95,0.91,7.643,0.013, 42.3,  2.5, 29.3, 2.5,5194,158,2.854,0.009,-0.1,0.3,1.73,0.12,8.15,0.19,1.75,0.12,8.2,0.19,1.77,0.12,8.24,0.19,1
13.16,9.37,0.12,1.504,0.031,391.4, 37.1,  3.3, 0.6,4350,80,1.858,0.008,-0.54,0.15,1.19,0.12,21.23,0.98,1.02,0.1,19.7,0.89,1.13,0.11,20.77,0.95,1
13.86,92.5,0.65,8.702,0.015, 74.9,  3.3, 28.3, 1.6,5002,144,2.883,0.008,-0.37,0.3,1.26,0.08,6.71,0.15,1.19,0.07,6.54,0.14,1.28,0.08,6.78,0.15,1
12.0,149.03,0.77,12.165,0.015, 47.3,  1.5, 41.6, 1.6,4887,80,3.085,0.006,0.04,0.15,1.33,0.06,5.47,0.09,1.28,0.06,5.36,0.09,1.34,0.06,5.5,0.1,1
12.5,100.59,1.23,8.451,0.016, 34.1,  2.1, 31.6, 2.8,4959,173,2.918,0.01,0.06,0.3,1.79,0.13,7.71,0.2,1.73,0.13,7.57,0.2,1.84,0.14,7.8,0.2,1
12.07,91.35,0.58,8.415,0.019, 64.9,  2.9, 26.2, 1.2,4776,80,2.868,0.006,0.04,0.15,1.29,0.06,6.93,0.13,1.2,0.06,6.69,0.12,1.3,0.06,6.96,0.13,1
12.48,94.78,0.61,8.541,0.017, 66.6,  2.4, 28.5, 1.1,5020,149,2.894,0.008,0.08,0.3,1.46,0.09,7.15,0.16,1.45,0.09,7.13,0.16,1.48,0.09,7.2,0.16,1
11.28,31.76,0.4,3.716,0.013,127.2,  6.3, 11.5, 0.9,4593,80,2.4,0.008,-0.04,0.15,1.34,0.08,12.11,0.27,1.19,0.07,11.4,0.25,1.34,0.08,12.08,0.27,2
11.78,32.0,0.56,3.933,0.023,143.3,  6.5, 12.7, 1.1,4632,80,2.405,0.009,0.27,0.15,1.11,0.08,10.94,0.29,1.03,0.07,10.53,0.28,1.11,0.08,10.94,0.29,2
12.41,61.09,0.46,6.16,0.014, 93.6,  4.3, 19.0, 1.0,4581,80,2.684,0.007,0.23,0.15,1.26,0.06,8.47,0.16,1.14,0.06,8.05,0.15,1.27,0.06,8.49,0.16,1
13.04,54.01,0.54,5.675,0.018, 98.0,  4.9, 17.0, 0.9,4625,80,2.632,0.007,0.01,0.15,1.23,0.07,8.86,0.18,1.1,0.06,8.37,0.17,1.23,0.07,8.86,0.18,1
13.12,28.71,0.53,4.053,0.093,161.2,  6.6, 12.7, 2.1,5196,152,2.383,0.011,-0.27,0.3,0.85,0.1,9.79,0.52,0.89,0.11,10.06,0.54,0.85,0.1,9.85,0.53,2
13.81,58.4,0.57,6.064,0.014, 82.7,  4.1, 18.3, 1.0,5185,155,2.691,0.009,-0.26,0.3,1.41,0.09,8.89,0.21,1.42,0.09,8.92,0.21,1.45,0.09,8.99,0.21,1
13.81,32.06,0.79,4.147,0.041,146.7,  5.6, 14.2, 1.5,4982,149,2.422,0.013,0.07,0.3,1.01,0.1,10.23,0.39,1.04,0.11,10.37,0.39,1.01,0.1,10.24,0.39,2
13.99,29.69,0.83,4.086,0.101,141.8,  5.7, 13.2, 2.2,5405,161,2.406,0.014,-0.32,0.3,0.96,0.14,10.16,0.61,1.02,0.15,10.48,0.64,0.97,0.14,10.2,0.62,2
15.68,131.64,1.32,11.833,0.068, 56.1,  6.0, 37.0, 5.1,5186,151,3.044,0.009,-0.56,0.3,1.12,0.08,5.26,0.13,1.12,0.08,5.26,0.13,1.14,0.08,5.32,0.14,1
11.53,26.23,0.59,3.493,0.026,150.1,  7.0, 11.7, 1.0,4972,150,2.334,0.013,0.28,0.3,1.09,0.1,11.78,0.4,1.13,0.11,11.96,0.41,1.09,0.1,11.78,0.4,2
11.29,104.95,0.78,9.291,0.02, 49.3,  1.7, 31.7, 1.1,4869,80,2.932,0.006,-0.26,0.15,1.36,0.07,6.59,0.12,1.25,0.06,6.32,0.12,1.38,0.07,6.64,0.12,1
13.57,50.23,0.6,5.44,0.015,105.4,  5.5, 16.1, 0.8,4956,146,2.616,0.009,-0.25,0.3,1.3,0.09,9.29,0.23,1.23,0.08,9.04,0.22,1.32,0.09,9.36,0.23,1
12.42,46.68,0.93,4.416,0.013, 54.5,  2.5, 19.4, 1.8,4822,80,2.578,0.01,-0.04,0.15,2.3,0.17,12.92,0.34,2.18,0.16,12.58,0.33,2.35,0.18,13.04,0.35,1
12.0,91.61,0.56,8.344,0.015, 60.8,  2.0, 28.4, 1.0,5147,100,2.885,0.007,-0.16,0.15,1.51,0.08,7.34,0.14,1.51,0.08,7.34,0.14,1.54,0.08,7.42,0.14,1
13.19,122.51,1.09,10.446,0.017, 54.8,  2.0, 37.0, 1.5,5089,154,3.009,0.009,0.0,0.3,1.44,0.09,6.22,0.14,1.45,0.09,6.25,0.14,1.46,0.09,6.27,0.14,1
12.78,96.29,0.6,9.065,0.02, 59.1,  2.0, 29.1, 1.1,5190,149,2.908,0.008,-0.38,0.3,1.27,0.08,6.56,0.14,1.28,0.08,6.58,0.14,1.3,0.08,6.63,0.14,1
13.38,42.91,0.35,4.698,0.016,103.6,  5.9, 14.3, 1.0,5016,150,2.55,0.009,-0.29,0.3,1.48,0.1,10.7,0.25,1.41,0.09,10.45,0.24,1.52,0.1,10.84,0.25,1
15.72,25.0,0.65,3.171,0.017,141.9,  7.7, 10.3, 2.8,4826,136,2.307,0.014,-0.09,0.3,1.33,0.13,13.42,0.46,1.24,0.12,12.94,0.44,1.35,0.13,13.5,0.47,2
13.9,54.49,0.53,5.543,0.013, 84.8,  3.7, 18.0, 0.9,5025,151,2.654,0.009,-0.18,0.3,1.57,0.1,9.77,0.23,1.51,0.1,9.59,0.22,1.61,0.11,9.89,0.23,1
12.96,28.32,0.56,3.745,0.055, 94.3,  6.8, 10.6, 5.0,5112,150,2.374,0.012,-0.44,0.3,1.09,0.11,11.22,0.46,1.08,0.11,11.18,0.46,1.11,0.11,11.32,0.46,2
13.99,29.07,0.86,4.156,0.099,128.6,  5.2, 13.8, 1.9,5244,159,2.391,0.015,-0.39,0.3,0.8,0.11,9.47,0.57,0.85,0.12,9.74,0.59,0.81,0.12,9.53,0.57,2
13.15,26.48,0.67,3.178,0.029,135.7,  9.4,  9.0, 1.6,4460,80,2.315,0.012,-0.09,0.15,1.4,0.13,13.61,0.48,1.22,0.12,12.74,0.45,1.37,0.13,13.49,0.48,1
12.85,25.53,0.58,3.384,0.061,155.5,  7.4, 10.7, 1.5,4627,80,2.307,0.011,0.03,0.15,1.03,0.11,11.79,0.54,0.92,0.1,11.17,0.5,1.02,0.11,11.76,0.54,2
13.71,30.43,0.63,4.173,0.057,124.4,  5.5, 12.2, 1.3,5191,152,2.408,0.012,-0.3,0.3,0.89,0.09,9.78,0.39,0.94,0.09,10.01,0.4,0.9,0.09,9.84,0.39,2
8.31,76.83,1.48,6.392,0.031, 32.4,  1.7, 31.2, 2.3,5247,147,2.813,0.011,-0.15,0.3,2.66,0.22,10.59,0.31,2.84,0.23,10.95,0.32,2.84,0.23,10.95,0.32,2
11.62,27.48,0.63,3.586,0.048,142.5,  7.5, 11.6, 1.4,4917,100,2.352,0.012,-0.03,0.15,1.11,0.11,11.64,0.46,1.09,0.11,11.54,0.45,1.12,0.11,11.68,0.46,2
13.55,43.79,0.63,4.661,0.028, 82.4,  2.9, 17.4, 1.1,5160,165,2.565,0.01,0.02,0.3,1.7,0.13,11.25,0.32,1.72,0.13,11.34,0.32,1.73,0.13,11.37,0.32,2
13.94,177.0,1.44,14.675,0.043, 45.9,  2.5, 50.4, 3.1,5303,185,3.178,0.009,-0.32,0.3,1.19,0.08,4.65,0.11,1.24,0.09,4.75,0.12,1.2,0.08,4.69,0.12,1
9.95,31.9,0.97,3.78,0.024,115.5,  4.6, 14.1, 1.2,4701,100,2.407,0.015,0.29,0.15,1.32,0.14,11.9,0.45,1.24,0.13,11.52,0.43,1.32,0.14,11.93,0.45,2
12.48,25.98,0.52,3.489,0.053,161.1,  6.5, 11.2, 1.3,4743,80,2.32,0.01,0.09,0.15,0.99,0.1,11.42,0.46,0.95,0.09,11.15,0.44,1.0,0.1,11.44,0.46,2
11.76,9.29,0.2,1.393,0.017,298.4, 21.5,  3.7, 0.4,4383,100,1.856,0.011,0.1,0.15,1.59,0.15,24.63,0.91,1.41,0.13,23.18,0.85,1.57,0.15,24.49,0.91,1
13.4,28.13,0.41,3.43,0.017,134.0,  6.1, 10.3, 2.1,4922,149,2.363,0.01,-0.35,0.3,1.43,0.11,13.04,0.36,1.32,0.1,12.54,0.34,1.46,0.11,13.16,0.36,1
13.61,32.0,0.48,4.165,0.043,120.6,  5.3, 12.4, 0.9,5176,157,2.43,0.01,-0.6,0.3,1.04,0.09,10.32,0.34,1.05,0.09,10.32,0.34,1.07,0.09,10.43,0.34,2
11.65,90.77,0.54,8.158,0.016, 50.4,  2.3, 23.8, 1.3,5031,100,2.876,0.007,-0.21,0.15,1.55,0.08,7.52,0.14,1.49,0.08,7.37,0.14,1.59,0.08,7.62,0.14,1
12.75,29.05,1.07,3.838,0.068, 96.8,  5.7, 12.6, 1.9,5041,150,2.382,0.018,-0.14,0.3,1.04,0.15,10.88,0.6,1.06,0.15,10.97,0.61,1.04,0.15,10.9,0.6,2
13.14,61.28,1.0,5.699,0.05, 41.8,  1.9, 23.1, 1.7,5266,157,2.715,0.011,-0.32,0.3,2.14,0.18,10.64,0.34,2.22,0.19,10.83,0.34,2.26,0.19,10.93,0.35,2
13.15,103.5,0.59,9.323,0.021, 53.1,  2.9, 24.3, 1.5,5162,156,2.939,0.008,-0.21,0.3,1.4,0.09,6.65,0.15,1.41,0.09,6.67,0.15,1.43,0.09,6.72,0.15,1
13.03,31.83,0.53,3.685,0.016,110.9,  5.1, 11.6, 1.5,4958,154,2.418,0.011,-0.04,0.3,1.57,0.12,12.83,0.36,1.51,0.12,12.56,0.35,1.59,0.13,12.93,0.36,2
13.17,32.44,0.47,3.713,0.017,137.6,  6.9, 12.8, 1.8,4744,142,2.417,0.01,0.2,0.3,1.51,0.11,12.6,0.34,1.41,0.1,12.18,0.32,1.53,0.11,12.7,0.34,2
11.96,34.66,0.56,3.801,0.013,100.5,  4.8, 13.7, 1.2,4866,100,2.451,0.009,0.03,0.15,1.74,0.12,13.0,0.32,1.64,0.11,12.63,0.31,1.78,0.12,13.16,0.33,1
13.79,33.27,0.5,4.101,0.071,114.3,  4.9, 14.2, 1.2,5203,164,2.448,0.01,-0.23,0.3,1.26,0.13,11.09,0.48,1.29,0.13,11.22,0.49,1.27,0.13,11.16,0.48,2
13.45,43.5,0.54,4.72,0.013,101.9,  5.2, 15.2, 1.1,4931,146,2.552,0.009,-0.28,0.3,1.48,0.1,10.66,0.26,1.38,0.09,10.29,0.25,1.51,0.1,10.77,0.26,1
13.42,41.38,0.46,4.532,0.015, 96.1,  4.8, 12.8, 0.6,5049,158,2.536,0.009,-0.27,0.3,1.55,0.11,11.13,0.27,1.49,0.1,10.91,0.27,1.59,0.11,11.28,0.28,1
13.56,41.83,0.58,4.819,0.013,106.3,  6.2, 14.0, 1.0,5082,156,2.542,0.01,-0.48,0.3,1.26,0.09,9.98,0.26,1.22,0.09,9.79,0.25,1.3,0.09,10.1,0.26,1
13.02,192.91,1.23,14.778,0.036, 31.8,  1.4, 52.1, 3.1,5294,158,3.215,0.008,-0.26,0.3,1.49,0.09,4.99,0.11,1.54,0.09,5.07,0.11,1.53,0.09,5.06,0.11,1
12.77,45.37,0.4,4.71,0.013, 93.8,  4.0, 14.7, 0.7,4675,80,2.559,0.007,0.01,0.15,1.56,0.08,10.87,0.21,1.41,0.07,10.33,0.2,1.57,0.08,10.91,0.21,1
13.94,160.84,0.89,13.073,0.017, 51.1,  2.0, 45.3, 2.5,5043,162,3.125,0.009,0.18,0.3,1.31,0.08,5.19,0.12,1.34,0.08,5.24,0.12,1.33,0.08,5.22,0.12,1
12.26,28.59,0.47,3.759,0.023,118.3,  5.8, 12.2, 1.1,4837,80,2.366,0.009,-0.17,0.15,1.01,0.07,10.94,0.29,0.95,0.07,10.61,0.28,1.01,0.07,10.95,0.29,2
12.99,33.17,0.38,4.181,0.056,118.5,  5.4, 11.9, 0.8,4925,80,2.434,0.007,-0.13,0.15,1.06,0.08,10.35,0.35,1.04,0.08,10.22,0.34,1.07,0.08,10.37,0.35,2
13.95,49.97,0.46,5.402,0.018, 89.6,  4.4, 16.8, 1.4,4986,154,2.615,0.009,-0.41,0.3,1.33,0.09,9.4,0.22,1.24,0.08,9.1,0.22,1.36,0.09,9.51,0.23,1
12.86,34.88,0.81,4.151,0.037,117.6,  5.0, 14.3, 1.1,4949,146,2.457,0.013,-0.12,0.3,1.28,0.12,11.07,0.4,1.23,0.12,10.86,0.39,1.29,0.13,11.13,0.4,2
13.78,23.64,0.25,3.072,0.018,192.4, 10.2,  7.6, 0.5,4364,80,2.261,0.007,-0.19,0.15,1.1,0.07,12.86,0.3,0.94,0.06,11.87,0.27,1.06,0.06,12.65,0.29,1
11.41,30.36,0.6,3.837,0.022,125.0,  5.4, 13.0, 1.0,4714,100,2.386,0.011,0.18,0.15,1.07,0.09,11.0,0.32,1.01,0.08,10.69,0.31,1.08,0.09,11.02,0.32,2
13.01,36.09,0.63,4.14,0.06,102.4,  4.3, 13.7, 0.9,4824,80,2.466,0.009,0.02,0.15,1.38,0.12,11.37,0.43,1.3,0.12,11.02,0.41,1.4,0.13,11.44,0.43,2
13.16,74.27,1.17,6.352,0.079, 28.7,  1.4, 29.9, 2.7,5248,172,2.798,0.011,-0.04,0.3,2.46,0.23,10.36,0.38,2.63,0.24,10.71,0.39,2.57,0.24,10.6,0.39,2
13.45,33.19,0.22,3.757,0.025,122.0,  6.3, 10.3, 0.7,5069,160,2.441,0.009,-0.3,0.3,1.7,0.12,13.01,0.34,1.63,0.11,12.75,0.33,1.75,0.12,13.19,0.34,1
13.0,39.67,0.68,4.337,0.053, 73.2,  3.0, 16.2, 2.0,5180,162,2.523,0.011,-0.35,0.3,1.69,0.16,11.8,0.43,1.67,0.15,11.72,0.43,1.74,0.16,11.97,0.44,2
13.4,65.6,0.58,6.423,0.015, 78.1,  2.9, 21.5, 1.0,4955,154,2.732,0.009,-0.12,0.3,1.49,0.1,8.7,0.2,1.42,0.09,8.49,0.2,1.52,0.1,8.78,0.2,1
12.9,26.13,0.68,3.412,0.02,153.3,  7.4, 11.8, 1.3,4561,80,2.314,0.013,0.23,0.15,1.04,0.1,11.78,0.39,0.94,0.09,11.19,0.37,1.04,0.1,11.77,0.39,2
12.96,61.9,0.65,6.138,0.016, 89.1,  3.0, 20.8, 1.0,4648,80,2.693,0.007,0.2,0.15,1.36,0.08,8.7,0.18,1.25,0.07,8.33,0.17,1.38,0.08,8.75,0.18,1
11.52,26.38,1.01,3.23,0.035, 87.6,  5.6, 11.6, 4.9,5006,150,2.338,0.018,-0.16,0.3,1.54,0.21,13.9,0.68,1.48,0.2,13.63,0.66,1.57,0.21,14.06,0.68,2
11.4,31.12,0.53,3.683,0.032,137.4,  6.2, 13.4, 1.2,4694,100,2.396,0.01,0.33,0.15,1.36,0.11,12.22,0.37,1.27,0.1,11.83,0.35,1.36,0.11,12.24,0.37,2
12.55,32.41,0.46,3.645,0.062,105.3,  4.1, 12.6, 0.8,5127,160,2.433,0.01,-0.17,0.3,1.82,0.18,13.57,0.58,1.8,0.18,13.48,0.57,1.87,0.19,13.75,0.59,2
13.65,59.64,0.65,6.086,0.013, 76.2,  3.2, 20.7, 1.1,5080,157,2.696,0.009,-0.52,0.3,1.44,0.1,8.92,0.21,1.37,0.09,8.7,0.21,1.48,0.1,9.05,0.22,1
12.67,29.44,0.73,4.159,0.095,143.3,  5.7, 11.9, 1.3,5084,151,2.389,0.013,-0.59,0.3,0.79,0.1,9.43,0.53,0.8,0.11,9.48,0.53,0.82,0.11,9.6,0.54,2
12.22,29.12,1.41,3.7,0.034,111.4,  5.4, 14.0, 2.6,4618,80,2.364,0.022,0.24,0.15,1.06,0.17,11.23,0.61,0.98,0.15,10.78,0.58,1.06,0.17,11.24,0.61,2
13.67,35.05,0.94,3.871,0.064,116.6,  4.5, 14.9, 1.1,4791,149,2.452,0.014,0.46,0.3,1.64,0.2,12.58,0.6,1.57,0.19,12.34,0.58,1.67,0.2,12.71,0.61,2
12.76,87.39,0.5,8.264,0.02, 63.4,  2.0, 25.5, 0.9,4834,80,2.851,0.006,-0.3,0.15,1.24,0.06,6.91,0.12,1.12,0.05,6.59,0.12,1.24,0.06,6.93,0.12,1
13.04,32.65,0.58,3.997,0.023,136.1,  5.4, 13.8, 0.9,4917,151,2.427,0.011,0.33,0.3,1.21,0.1,11.14,0.33,1.22,0.1,11.18,0.33,1.21,0.1,11.13,0.33,2
13.34,35.73,0.67,4.107,0.037,122.5,  4.8, 14.2, 1.0,4874,151,2.464,0.011,0.34,0.3,1.4,0.12,11.49,0.38,1.37,0.12,11.38,0.38,1.41,0.13,11.52,0.39,2
13.53,29.95,0.42,4.025,0.033,157.4,  6.1, 12.5, 1.2,5036,152,2.395,0.01,-0.07,0.3,0.94,0.07,10.19,0.31,0.97,0.08,10.37,0.31,0.94,0.07,10.2,0.31,2
10.4,52.24,1.02,5.027,0.02, 48.9,  2.2, 21.0, 1.6,4897,100,2.63,0.011,0.14,0.15,1.97,0.15,11.24,0.31,1.89,0.15,11.02,0.3,2.01,0.16,11.37,0.31,2
13.68,26.75,0.78,3.685,0.059,153.4,  7.3, 12.9, 2.1,5070,161,2.347,0.015,0.04,0.3,0.96,0.12,10.9,0.53,1.01,0.12,11.15,0.54,0.97,0.12,10.92,0.53,2
13.45,113.56,0.72,9.763,0.014, 59.6,  2.3, 35.1, 1.8,5083,154,2.976,0.008,-0.05,0.3,1.5,0.09,6.6,0.14,1.5,0.09,6.59,0.14,1.53,0.09,6.65,0.15,1
12.34,98.67,0.71,8.722,0.018, 57.4,  2.0, 31.0, 1.2,4962,147,2.909,0.008,0.12,0.3,1.49,0.09,7.1,0.16,1.46,0.09,7.03,0.16,1.51,0.09,7.15,0.16,1
12.1,31.81,0.56,4.13,0.021,128.7,  5.1, 13.5, 1.1,4978,100,2.418,0.01,-0.07,0.15,1.0,0.07,10.23,0.27,1.01,0.07,10.3,0.28,1.0,0.07,10.24,0.27,2
11.67,33.16,0.73,4.047,0.047, 96.8,  3.8, 14.0, 1.2,4962,100,2.436,0.011,-0.37,0.15,1.22,0.11,11.08,0.4,1.15,0.11,10.74,0.39,1.24,0.12,11.19,0.41,2
11.81,33.13,1.33,3.996,0.032,115.3,  4.4, 13.8, 1.5,4709,80,2.424,0.018,0.14,0.15,1.18,0.16,11.06,0.51,1.1,0.15,10.67,0.49,1.19,0.16,11.09,0.51,2
13.71,81.98,0.64,7.627,0.02, 78.8,  3.7, 25.2, 1.3,4918,152,2.827,0.009,0.18,0.3,1.44,0.09,7.68,0.18,1.41,0.09,7.59,0.17,1.46,0.09,7.73,0.18,1
12.99,61.05,0.37,6.347,0.014, 98.6,  4.4, 17.8, 0.9,4686,80,2.688,0.006,-0.24,0.15,1.16,0.06,8.06,0.15,1.02,0.05,7.55,0.14,1.14,0.06,8.0,0.15,1
13.29,132.62,0.76,11.48,0.021, 54.0,  1.9, 38.3, 1.8,5063,149,3.042,0.008,-0.36,0.3,1.24,0.07,5.56,0.12,1.2,0.07,5.47,0.12,1.27,0.08,5.62,0.12,1
11.55,47.48,0.49,5.039,0.021, 97.2,  5.1, 15.7, 1.2,4849,100,2.587,0.008,-0.11,0.15,1.44,0.09,10.12,0.22,1.34,0.08,9.76,0.21,1.46,0.09,10.19,0.22,1
13.58,29.56,0.6,3.789,0.028,135.0,  5.7, 12.3, 1.6,5194,164,2.396,0.012,-0.24,0.3,1.21,0.11,11.53,0.38,1.24,0.11,11.67,0.38,1.22,0.11,11.59,0.38,2
13.79,157.81,1.84,12.275,0.015, 29.6,  1.8, 59.5,10.3,5184,164,3.123,0.01,-0.21,0.3,1.66,0.12,5.86,0.14,1.66,0.12,5.86,0.14,1.7,0.12,5.93,0.14,1
13.14,29.3,0.77,3.648,0.058,127.2,  5.8, 12.1, 1.7,4568,80,2.364,0.013,0.1,0.15,1.13,0.12,11.56,0.51,1.0,0.11,10.91,0.48,1.12,0.12,11.53,0.51,2
12.8,36.44,0.7,3.77,0.011, 88.4,  4.0, 14.8, 1.6,4681,80,2.464,0.01,-0.07,0.15,1.97,0.14,13.63,0.35,1.79,0.13,13.0,0.34,1.97,0.14,13.64,0.35,1
13.05,30.27,0.82,3.954,0.043,140.2,  6.0, 13.3, 1.9,4810,80,2.389,0.013,0.15,0.15,0.97,0.1,10.43,0.4,0.97,0.1,10.4,0.4,0.98,0.1,10.45,0.4,2
12.0,49.9,0.52,5.151,0.014, 82.1,  3.7, 16.2, 0.8,4727,80,2.603,0.007,0.05,0.15,1.48,0.08,10.05,0.2,1.35,0.07,9.63,0.19,1.49,0.08,10.11,0.2,1
12.21,86.61,1.36,6.879,0.025, 29.5,  1.2, 33.0, 2.3,5050,80,2.857,0.009,0.18,0.15,2.68,0.18,10.11,0.24,2.78,0.18,10.3,0.24,2.77,0.18,10.28,0.24,2
12.7,23.6,0.49,3.067,0.02,145.9,  7.0, 10.9, 1.1,4540,80,2.269,0.011,0.03,0.15,1.17,0.09,13.14,0.39,1.03,0.08,12.32,0.36,1.16,0.09,13.07,0.39,1
13.15,125.45,0.82,10.495,0.017, 61.8,  2.2, 37.0, 1.2,4731,80,3.003,0.006,0.44,0.15,1.36,0.07,6.09,0.11,1.27,0.06,5.89,0.11,1.35,0.07,6.06,0.11,1
13.36,30.72,0.97,3.867,0.061,127.2,  5.4, 12.1, 1.5,5035,160,2.406,0.016,-0.03,0.3,1.19,0.15,11.33,0.56,1.2,0.15,11.39,0.56,1.2,0.15,11.37,0.56,2
12.0,37.29,1.17,4.227,0.038,104.5,  3.4, 16.9, 1.2,4799,100,2.479,0.015,0.34,0.15,1.39,0.15,11.23,0.45,1.33,0.15,11.01,0.44,1.39,0.15,11.25,0.45,2
11.54,31.12,0.64,3.953,0.032,135.3,  6.2, 12.7, 1.3,4758,100,2.399,0.011,0.11,0.15,1.04,0.09,10.68,0.34,0.99,0.08,10.43,0.33,1.05,0.09,10.69,0.34,2
12.41,31.52,0.5,4.072,0.096,119.2,  6.4, 11.1, 1.4,4822,80,2.407,0.009,-0.23,0.15,0.98,0.11,10.26,0.54,0.91,0.1,9.88,0.51,0.98,0.11,10.25,0.54,2
13.52,28.31,1.1,3.872,0.097,118.1,  5.9, 12.1, 1.7,5097,156,2.373,0.019,-0.17,0.3,0.94,0.16,10.48,0.7,0.98,0.16,10.67,0.72,0.94,0.15,10.45,0.7,2
13.74,40.82,0.48,4.499,0.015,103.2,  4.5, 14.1, 1.0,5031,159,2.529,0.01,-0.22,0.3,1.52,0.11,11.12,0.28,1.47,0.1,10.9,0.27,1.56,0.11,11.26,0.28,1
11.64,115.2,2.13,8.568,0.029, 20.3,  1.9, 51.2, 9.8,5044,80,2.98,0.01,-0.07,0.15,2.61,0.19,8.66,0.22,2.65,0.19,8.73,0.22,2.74,0.2,8.87,0.23,1
12.61,35.93,0.62,4.119,0.078,105.4,  3.7, 15.1, 1.5,5047,158,2.474,0.011,-0.43,0.3,1.49,0.16,11.69,0.55,1.41,0.15,11.38,0.53,1.53,0.17,11.86,0.56,2
12.61,28.76,0.36,3.379,0.012,125.6,  6.1, 10.2, 0.8,4596,80,2.357,0.008,-0.14,0.15,1.46,0.09,13.27,0.29,1.29,0.08,12.49,0.27,1.45,0.09,13.2,0.29,1
13.06,41.42,1.62,4.377,0.062, 54.0,  3.9, 18.4, 2.3,4977,80,2.533,0.018,-0.1,0.15,1.75,0.24,11.85,0.6,1.67,0.23,11.59,0.59,1.79,0.25,11.99,0.61,2
12.724,249.72,1.99,18.763,0.082,     ,     ,     ,    ,4991,80,3.314,0.007,-0.06,0.15,1.14,0.06,3.89,0.08,1.14,0.06,3.89,0.08,1.15,0.06,3.91,0.08,1
12.8,76.87,0.82,7.295,0.024, 48.2,  2.9, 22.4, 1.7,4805,80,2.794,0.007,0.19,0.15,1.37,0.08,7.78,0.16,1.31,0.07,7.59,0.16,1.39,0.08,7.83,0.16,1
13.64,48.95,0.37,5.45,0.017,102.4,  4.2, 16.0, 0.8,4749,150,2.595,0.009,-0.68,0.3,1.12,0.07,8.83,0.21,0.95,0.06,8.14,0.19,1.07,0.07,8.64,0.2,1
13.13,62.48,0.41,6.16,0.014, 77.4,  4.1, 18.4, 1.2,4668,80,2.698,0.006,0.22,0.15,1.39,0.07,8.74,0.16,1.28,0.06,8.39,0.15,1.4,0.07,8.79,0.16,1
11.62,102.96,2.17,8.077,0.027, 19.6,  2.0, 24.8, 2.3,5109,100,2.934,0.011,0.35,0.15,2.41,0.19,8.77,0.25,2.55,0.2,9.02,0.25,2.45,0.2,8.85,0.25,2
13.4,46.89,1.04,4.739,0.061, 52.2,  4.1, 14.9, 2.3,4876,80,2.582,0.011,0.04,0.15,1.79,0.17,11.33,0.43,1.69,0.16,11.03,0.41,1.83,0.17,11.47,0.43,2
12.03,154.84,0.91,12.985,0.032, 39.0,  1.3, 45.9, 2.3,5329,151,3.121,0.008,-0.31,0.3,1.31,0.08,5.21,0.11,1.36,0.08,5.32,0.11,1.33,0.08,5.26,0.11,1
12.87,73.4,0.81,6.783,0.015, 47.4,  2.2, 26.6, 2.0,4906,80,2.778,0.007,-0.07,0.15,1.65,0.09,8.68,0.18,1.56,0.09,8.44,0.17,1.68,0.09,8.77,0.18,1
12.54,106.74,0.53,9.485,0.013, 68.7,  2.8, 29.2, 1.3,4665,80,2.93,0.006,0.24,0.15,1.23,0.06,6.3,0.11,1.14,0.05,6.06,0.11,1.24,0.06,6.31,0.11,1
13.95,42.48,0.39,5.149,0.023, 91.1,  5.4, 14.3, 1.1,5456,163,2.564,0.009,-0.48,0.3,1.13,0.07,9.2,0.22,1.19,0.08,9.46,0.23,1.15,0.08,9.29,0.23,1
11.8,6.53,0.24,1.178,0.021,401.1, 29.8,  3.0, 0.4,4407,80,1.704,0.017,-0.95,0.15,1.09,0.15,24.26,1.32,0.92,0.13,22.3,1.19,1.02,0.14,23.48,1.27,1
11.0,29.32,0.71,3.735,0.068,141.9,  6.0, 13.9, 2.0,4997,162,2.384,0.013,0.1,0.3,1.18,0.14,11.55,0.56,1.19,0.14,11.63,0.57,1.18,0.14,11.58,0.56,2
10.67,29.49,1.53,3.508,0.057,119.3,  4.9, 14.8, 1.9,4886,147,2.382,0.024,0.21,0.3,1.49,0.27,13.02,0.84,1.44,0.26,12.8,0.83,1.51,0.27,13.12,0.85,2
11.54,15.96,0.28,2.155,0.011,212.9, 14.4,  6.1, 0.7,4476,80,2.096,0.01,-0.12,0.15,1.45,0.11,17.87,0.47,1.28,0.09,16.76,0.44,1.43,0.1,17.71,0.47,1
11.55,24.56,0.5,2.944,0.012,147.6,  7.5, 10.8, 1.3,4507,80,2.284,0.011,0.11,0.15,1.53,0.12,14.78,0.41,1.37,0.11,13.95,0.38,1.53,0.12,14.76,0.41,1
